television_cable,wifi,seche_cheveux,monoxyde_carbone_detect,salle_sport,fer_repasser,parking_sur-place,extincteur,Climatisation,Jacuzzi,machine_laver,Capacite_accueil,NbChambres,frais_menage,Caution,frais_menage,seche_linge,cheminee_interieur,pourEnfants_famille,Piscine,NbLits,television,PrixNuitee,Latitude,Longitude
0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,55.19355372743545,44.8232239382,-0.5643945803
0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,44.57170842998154,44.8484156199,-0.5861704374
1,1,1,0,0,1,0,1,0,0,1,2,1,30,300,30,0,0,0,0,0,1,68.60781004705458,44.8427223783,-0.5736037463
0,1,1,0,0,1,0,0,0,0,1,6,3,80,1000,80,0,1,1,1,0,0,152.98244507438397,44.8464663466,-0.5951756394
0,1,1,0,0,1,1,0,0,0,1,4,1,0,700,0,1,0,1,0,0,1,81.97035399488003,44.8532676372,-0.5846853514
1,1,1,0,0,0,0,0,0,0,0,2,1,25,300,25,0,0,0,0,0,1,68.332732836234,44.8369272312,-0.5669542597
0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,40.77455718896959,44.8495850523,-0.6002812171
0,1,1,0,0,1,1,0,0,0,0,2,0,12,200,12,0,0,1,0,0,1,34.915190150947915,44.8329558331,-0.5796793109
1,1,1,0,0,1,0,0,0,0,1,4,2,0,2000,0,0,0,1,0,3,1,128.92691393259008,44.8385198504,-0.573174671
1,1,0,0,0,0,0,1,0,0,0,4,1,0,400,0,0,0,0,0,0,1,84.3576184846509,44.837694915,-0.5737127741
0,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,42.08444928512286,44.8321497729,-0.5930581377
0,1,0,0,0,1,1,0,0,0,1,4,1,0,500,0,0,0,0,0,0,1,68.81916236850753,44.8639933315,-0.5702293245
0,1,0,0,0,1,0,0,0,0,1,2,1,0,200,0,0,0,0,0,0,1,50.21873047351908,44.8251067148,-0.5779647081
1,1,0,0,0,0,0,0,0,0,1,3,1,0,500,0,0,0,0,0,2,1,71.46340175361048,44.8460183523,-0.5808002781
1,1,0,0,0,0,1,0,0,0,0,3,2,0,500,0,0,0,1,0,0,0,76.09877758423673,44.852065118,-0.578875754
0,1,0,0,0,0,1,0,0,0,1,4,1,0,200,0,0,0,1,0,0,0,54.32058491545357,44.8322354992,-0.568151571
0,1,0,0,0,0,1,0,0,0,1,5,2,30,150,30,1,0,1,0,0,1,97.91679999920237,44.8478533215,-0.6171206338
0,1,1,0,0,1,1,0,0,0,1,6,2,30,500,30,0,0,1,0,0,1,104.36119979360564,44.8203539866,-0.5503862093
0,1,1,0,0,1,1,0,0,0,1,4,2,20,700,20,0,0,1,0,0,0,84.98041173429135,44.827157353,-0.5858315619
0,1,0,0,0,0,1,0,0,0,1,4,1,0,400,0,0,0,0,0,2,1,67.76306547291946,44.859450784,-0.5600854968
0,0,0,0,0,0,0,0,0,0,0,2,0,7,150,7,0,0,0,0,0,0,37.33285460071552,44.8318037081,-0.5689514686
0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,5,0,0,0,0,0,0,47.88485676159901,44.8431434501,-0.5856580015
1,1,1,1,1,1,1,1,0,0,1,4,1,0,300,0,1,0,1,0,0,1,99.22222044594318,44.8335404012,-0.5710276759
0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,20.316000491614012,44.8213988556,-0.5755112333
0,1,1,0,0,1,0,0,0,0,1,4,1,0,500,0,0,0,1,0,0,1,72.3667230402483,44.8333120975,-0.5755173273
0,0,1,0,0,0,0,0,0,0,0,2,1,25,1000,25,0,0,0,0,0,1,85.80657430335238,44.8415874952,-0.5722512853
1,1,0,0,0,1,0,0,0,0,1,4,1,20,200,20,0,0,1,0,0,1,72.03614216958033,44.855213509,-0.5696564628
0,1,0,0,0,0,1,0,0,0,1,3,2,30,0,30,0,0,1,0,0,1,69.47402616239424,44.8576942789,-0.610115262
0,1,0,0,0,0,0,0,0,0,1,4,2,5,0,5,0,0,0,0,0,0,71.8013657487875,44.8279846572,-0.5687242984
0,1,1,0,0,1,0,0,0,0,1,6,4,0,1500,0,0,0,1,0,0,1,158.11939437085022,44.8230812982,-0.5588256434
0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,62.671709420457276,44.8613817868,-0.6172143948
0,1,1,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,59.491344027374204,44.8333970593,-0.5760617242
1,1,0,0,0,0,0,0,0,0,1,3,1,12,400,12,0,0,0,0,0,1,72.16896989074682,44.8607971904,-0.5590635954
0,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,62.21113006858666,44.8313339469,-0.5744067182
1,1,1,1,0,1,0,0,0,0,0,4,1,35,0,35,0,0,1,0,0,1,76.10849384211767,44.8279606091,-0.5601825026
1,1,0,0,0,0,1,0,0,0,1,4,2,50,500,50,0,0,1,0,2,1,97.77388260228501,44.8396261789,-0.5749005108
0,1,1,1,0,1,0,0,0,0,1,4,2,5,500,5,0,0,1,0,2,1,89.7957368904418,44.8528969589,-0.5725066234
1,1,0,0,0,0,1,0,0,0,1,7,5,150,2000,150,0,0,1,0,0,1,225.87085330686014,44.8463269329,-0.5881492926
0,1,0,0,0,0,0,0,0,0,1,5,2,40,200,40,0,1,1,0,0,1,100.99860844552725,44.8270695381,-0.5606623735
1,1,1,0,0,1,1,0,0,0,1,2,1,0,0,0,1,0,1,0,0,1,52.69387438919063,44.8557556035,-0.5658186397
0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,41.01501486425241,44.8325892069,-0.5902440977
1,1,1,0,0,1,0,0,0,0,0,4,1,15,250,15,0,0,1,0,0,1,76.04162091085365,44.8324618062,-0.5775023784
0,1,0,0,0,0,0,0,0,0,1,2,1,30,150,30,0,0,1,0,0,1,55.37824980684448,44.8168852489,-0.571907933
0,1,1,0,0,1,0,0,0,0,1,2,1,10,150,10,0,1,0,0,0,1,56.22469982823526,44.8456083834,-0.5827846213
0,1,1,0,0,1,1,0,0,0,1,4,2,0,400,0,0,0,1,0,2,1,79.23316819019772,44.8389203267,-0.567857429
0,1,0,0,0,0,0,0,1,0,1,4,2,0,1000,0,1,0,1,0,4,1,118.8736171494872,44.8504720556,-0.571754079
0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,0,45.66250124611899,44.8328314597,-0.5756359869
1,1,0,0,0,0,1,0,0,0,0,4,2,0,500,0,0,0,1,0,0,1,90.78404080559758,44.8285441099,-0.5586310457
0,1,1,0,0,0,0,0,0,0,1,4,1,10,400,10,0,0,1,0,0,1,74.17222905928718,44.8366859943,-0.5745090793
0,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,43.44708476504,44.8439139455,-0.5517513161
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,38.70358398660359,44.8149046951,-0.564639354
0,1,1,0,0,1,1,0,1,0,1,5,2,0,1500,0,1,0,1,0,0,1,135.16690557564638,44.8445409464,-0.5776650228
0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,49.69054271117156,44.8361663344,-0.569873188
0,1,0,0,0,1,1,0,0,0,1,2,1,0,542,0,0,0,0,0,1,1,54.01655267562216,44.8597634709,-0.5619352513
0,1,1,0,0,0,0,0,0,0,0,2,1,0,500,0,0,0,0,0,1,0,56.676887181850766,44.8488015931,-0.5820959539
0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,58.28323544862071,44.8276851752,-0.5935164418
1,1,0,0,0,0,0,0,1,0,1,4,1,10,400,10,0,0,0,0,1,1,89.12901824139755,44.8760091765,-0.5710957902
0,1,1,0,0,1,0,1,0,0,1,2,1,50,300,50,0,0,0,0,1,1,68.16502775559573,44.8485914293,-0.5698022393
1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,51.220750317657334,44.8385848372,-0.5671010258
1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,63.25737472976945,44.8253495039,-0.5691554618
1,1,0,0,0,0,0,0,0,0,1,4,1,40,300,40,1,0,0,0,0,1,92.29015725461514,44.8390932648,-0.5801143486
0,1,0,0,0,1,0,0,0,0,1,4,1,0,86,0,0,0,1,1,0,1,69.25284459355368,44.833647067,-0.5848996604
1,1,1,0,0,1,0,0,0,0,0,3,1,15,200,15,0,1,1,0,0,1,71.15615646098274,44.8375819295,-0.5766581748
0,1,0,0,0,0,0,0,0,0,1,6,3,20,300,20,0,1,1,0,0,0,115.0326103010928,44.8307542127,-0.561922469
0,1,1,0,0,1,0,0,0,0,1,5,1,10,150,10,0,0,1,0,0,1,73.19963417433952,44.8321226444,-0.5652147348
0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,2,1,59.96456557287695,44.8414945056,-0.5829455306
0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,46.275778088202856,44.838787155,-0.567676176
0,1,1,0,0,0,0,0,0,0,0,2,1,0,100,0,0,1,0,0,0,1,57.84711953893173,44.8326257483,-0.5725134734
0,1,0,0,0,0,0,0,0,0,0,2,0,0,200,0,0,0,0,0,0,1,40.39023632109415,44.8379733196,-0.5683054161
1,1,1,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,1,96.12843749594478,44.8425704081,-0.5891582921
0,1,0,0,0,1,0,0,0,0,1,4,1,0,85,0,0,0,1,0,0,1,60.63440109807879,44.8324924818,-0.5924928026
0,1,0,0,0,1,0,0,0,0,1,3,2,30,350,30,0,0,1,0,0,1,80.82715292331346,44.842807238,-0.5799768316
0,1,1,0,0,1,0,0,0,0,0,2,0,10,250,10,0,0,1,0,0,0,33.4746332715721,44.8339304139,-0.5745209992
0,1,1,0,0,1,0,0,0,0,1,2,0,15,0,15,0,0,0,0,0,0,27.488695124476312,44.8396565574,-0.5729646183
0,0,1,0,0,0,1,0,0,0,1,2,1,0,200,0,1,0,0,0,0,0,54.76685647379171,44.8437588558,-0.5578918241
0,1,1,0,0,1,0,0,0,0,1,6,3,0,500,0,0,0,1,0,3,1,116.38538277146341,44.8381194916,-0.573628847
1,1,1,0,0,1,1,0,1,0,1,6,4,0,0,0,0,1,1,0,5,0,124.43108817688723,44.8274997534,-0.5965771844
1,1,1,0,0,1,0,0,1,0,1,2,1,15,250,15,1,1,0,0,1,0,75.87041549317499,44.8265781111,-0.5718520766
0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,48.78737412122227,44.8464988028,-0.5915867571
0,1,0,0,0,1,0,0,0,0,0,1,1,15,90,15,0,0,0,0,0,0,38.56347759867009,44.8279670662,-0.590516236
0,1,0,1,0,0,1,0,0,0,0,2,0,0,150,0,0,0,1,0,0,1,34.66717762072246,44.8235946877,-0.5646269322
0,1,0,0,0,0,0,0,0,0,0,4,1,40,200,40,0,1,1,0,1,0,73.81627548094603,44.8485675626,-0.5830152404
0,1,1,1,0,1,0,0,0,0,1,4,1,40,500,40,0,0,1,0,0,1,83.06169572879162,44.8311404422,-0.5781873242
0,1,1,1,0,1,0,0,0,0,1,2,1,5,200,5,1,0,1,0,0,1,61.58152524431129,44.8297706194,-0.5778996648
0,1,1,0,0,0,1,0,0,0,0,4,1,20,0,20,0,0,1,0,1,1,63.677979972918685,44.8619262083,-0.5590794238
0,1,0,0,0,1,0,0,0,0,1,5,2,10,300,10,0,0,1,0,0,1,90.85014740654768,44.8302594995,-0.5625174687
0,1,1,0,0,1,0,0,1,0,1,6,4,60,500,60,0,1,1,1,0,1,167.69692155683234,44.8317862576,-0.5929519534
0,1,0,0,0,0,1,0,0,0,1,3,1,0,300,0,0,0,1,0,2,0,48.37879161114065,44.8292761606,-0.5770586316
0,1,1,0,0,0,0,0,0,0,0,4,1,0,200,0,0,0,1,0,0,0,62.71186646624996,44.8343301818,-0.5739824181
0,1,0,0,0,0,1,0,0,0,1,4,2,0,400,0,1,0,1,0,0,1,90.31840281169406,44.8250894549,-0.57779982
1,1,0,0,0,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,79.65317204126153,44.8427072532,-0.5737750594
0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,60.87285459896637,44.8397764657,-0.5730139649
0,1,0,0,0,0,0,0,0,0,1,8,4,50,400,50,0,0,0,0,0,1,159.1340829775485,44.849979042,-0.6009684997
1,1,1,0,0,1,0,0,0,0,1,2,1,0,300,0,1,0,0,0,0,0,60.23398287917925,44.8616478282,-0.5574397093
0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,45.73113733525056,44.8270063412,-0.5597085464
0,1,0,0,0,0,0,0,0,0,1,1,1,7,0,7,0,0,0,0,0,1,41.070127834674835,44.8335540482,-0.5626752133
0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,41.08172212776421,44.8386433878,-0.571083357
0,1,0,0,0,0,0,0,1,0,1,4,2,0,1500,0,1,0,0,0,2,1,134.63932878941023,44.8402144557,-0.5867802409
0,0,0,0,0,0,0,0,0,0,0,2,0,49,250,49,0,0,1,0,0,1,53.518648995894864,44.8380829666,-0.5754815447
0,1,0,0,0,1,0,0,0,0,1,4,1,10,0,10,0,0,1,0,0,1,60.54079179131133,44.8308614094,-0.564642618
0,1,0,0,0,1,0,0,0,0,1,5,3,100,1500,100,1,1,1,0,0,1,168.67332232274615,44.8461163487,-0.5867361324
1,1,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,63.54671945717202,44.8424869586,-0.5812565422
1,1,0,0,0,1,0,0,0,0,1,4,1,15,200,15,0,0,1,0,0,1,70.98853960686976,44.8619774444,-0.6166236863
0,1,1,0,0,1,1,1,0,0,1,8,3,0,2000,0,1,0,1,1,0,1,188.94086860170452,44.8552472033,-0.6363027813
0,1,0,0,0,0,0,0,0,0,1,2,1,15,200,15,0,0,0,0,0,0,48.712122954164435,44.8419641389,-0.5576986285
0,1,0,0,0,0,0,0,0,0,1,2,1,0,200,0,0,0,1,0,1,0,43.06218153358668,44.8342062256,-0.5689791523
0,1,1,0,0,1,1,0,0,0,1,6,2,15,500,15,0,0,1,0,0,1,101.21839210547394,44.8346147948,-0.5737030485
0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,115.25692456695808,44.8438950197,-0.5825348711
0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,48.834122271065915,44.8290077251,-0.5734871451
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.55482149458366,44.8385567588,-0.5868692384
0,0,0,0,0,0,1,0,0,0,1,4,1,10,400,10,0,0,0,0,0,1,74.32297288433928,44.8469126114,-0.5420847536
0,1,0,0,0,0,0,0,0,0,0,4,1,0,300,0,0,0,0,0,0,1,73.2999116488628,44.8257537029,-0.5640708399
0,1,1,0,0,1,0,0,1,0,1,6,2,30,200,30,1,0,1,0,0,1,120.35274498421899,44.8321055833,-0.5690621939
0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,59.80352971077572,44.8529713831,-0.5428768492
0,1,0,0,0,0,0,0,0,0,1,4,1,0,95,0,1,0,1,0,0,1,72.25650287211081,44.8405546194,-0.5721573704
1,1,1,0,0,0,1,0,0,0,1,2,1,10,200,10,0,0,1,0,1,1,52.76219142376906,44.8525726786,-0.5404591129
0,1,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,56.105225213982834,44.8162226636,-0.5519821985
0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,41.4649210223671,44.8345019818,-0.5626215218
0,1,1,0,0,1,0,0,0,0,1,6,1,0,500,0,0,0,1,0,0,0,80.9328737719333,44.8314778291,-0.5659548853
0,1,0,0,0,0,0,0,0,0,1,6,2,49,250,49,0,0,1,0,0,1,107.7697575082772,44.8396637987,-0.5848554806
0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,40.41916366088309,44.8305826062,-0.5668880357
0,1,1,0,0,1,1,0,0,0,1,4,1,15,0,15,0,0,0,0,1,1,59.749149510646255,44.8311755513,-0.5943604604
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,33.26454354657045,44.8242173233,-0.5691839611
1,1,1,0,0,1,0,0,1,0,1,6,3,50,500,50,0,0,1,0,0,1,142.2728156827319,44.8235122345,-0.5832549205
0,1,1,0,0,1,0,0,0,0,1,3,0,0,250,0,0,0,1,0,0,1,43.34490532629936,44.8425354593,-0.584056415
0,1,1,0,0,0,0,0,0,0,1,2,0,12,0,12,0,0,0,0,1,0,28.762311388439628,44.8303876127,-0.5770237345
0,1,1,0,0,0,1,0,1,0,1,4,2,45,110,45,1,1,0,0,0,1,109.6131599697037,44.8511554416,-0.5692813727
0,1,0,0,0,0,0,1,0,0,1,4,2,0,0,0,0,0,1,0,2,1,79.03085984822192,44.8288578709,-0.5583907778
0,1,1,0,0,1,0,0,0,0,1,4,2,0,500,0,0,0,1,0,0,1,87.20037993007824,44.8395147418,-0.5887843286
0,0,1,0,0,1,0,0,0,0,1,2,1,0,1500,0,1,0,0,0,0,1,97.51799526285062,44.847652646,-0.574497073
0,1,1,0,0,1,0,0,0,0,1,1,1,10,500,10,0,0,0,0,0,1,53.33444905046673,44.8221780048,-0.5647987713
0,1,0,0,0,0,0,0,0,0,1,2,1,0,300,0,0,0,0,0,0,0,48.14439106860755,44.8413545626,-0.5474363656
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,27.922093917662714,44.8326753685,-0.5650164891
0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,3,1,63.34691008097053,44.8581305094,-0.557654129
1,1,1,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,59.9929479356047,44.8473962805,-0.5806579395
0,1,0,0,0,0,1,0,0,0,0,4,1,50,400,50,0,0,1,0,0,1,79.60134009260025,44.8223609749,-0.6057317668
0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,2,1,59.96456557287695,44.8365558017,-0.5693323216
0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,47.88301156037245,44.8541514345,-0.5718881761
0,1,1,1,0,1,0,0,0,0,1,7,3,70,700,70,1,1,1,0,0,1,160.64795270959087,44.8513745668,-0.5738821442
0,1,0,0,0,0,0,0,0,0,1,2,1,50,150,50,1,0,0,0,1,1,70.388613498509,44.8408591239,-0.572627553
1,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,1,46.81143878362163,44.8482908148,-0.5721640201
0,1,1,0,0,0,0,0,0,0,1,2,1,0,200,0,0,0,0,0,1,1,53.16666563659275,44.850208616,-0.5718052501
0,1,0,0,0,1,0,0,0,0,1,5,2,50,1000,50,0,0,1,0,2,0,109.55530883337127,44.8522976506,-0.5706244406
0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,64.82962041670724,44.8402865055,-0.5765177918
1,1,0,0,0,0,1,0,0,0,1,2,1,35,450,35,1,0,1,0,0,1,72.85455277445983,44.8598565042,-0.5745701843
0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,50.66906116675198,44.8345585467,-0.5618395896
1,1,1,0,0,1,1,0,0,0,1,6,3,0,0,0,1,0,0,0,0,1,115.48700827742147,44.8535504077,-0.5681724263
0,1,1,0,0,1,0,0,0,0,1,4,1,10,500,10,1,0,1,0,0,1,83.54114566325144,44.8447824141,-0.5881138894
0,0,1,0,0,1,0,0,0,0,1,2,1,30,200,30,0,0,0,0,0,0,54.313615804380476,44.8424412222,-0.58240677
0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,51.119498967258465,44.8377102239,-0.5716890534
0,1,0,0,0,1,0,0,0,0,1,2,1,0,500,0,1,0,0,0,1,1,66.63997648422264,44.8425413516,-0.585572677
1,1,1,0,0,1,1,0,0,0,1,3,1,20,500,20,0,0,1,0,0,1,68.43091747300694,44.8525358542,-0.5748448379
0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,1,52.5972931497979,44.8303526442,-0.560911264
0,0,0,0,0,0,0,0,0,0,1,4,2,50,300,50,0,0,1,0,0,1,97.4641777835357,44.8583758041,-0.5662099228
0,1,1,0,0,0,1,0,0,0,0,2,0,30,150,30,0,0,0,0,1,0,34.490342211172454,44.8120143175,-0.5697657518
0,1,0,0,0,0,0,0,0,0,0,4,2,0,500,0,0,0,1,0,2,1,90.39338751679345,44.8459553816,-0.5775065698
0,1,1,0,0,1,1,0,0,0,1,2,1,5,0,5,1,0,0,0,0,1,51.61541814204611,44.8390682434,-0.6200522472
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,27.922093917662714,44.8362200112,-0.5679888051
1,1,0,0,1,0,0,0,0,0,1,4,2,0,0,0,1,0,1,0,0,1,105.64921783848331,44.8323484591,-0.5735960049
0,1,1,0,0,0,0,0,0,0,1,2,0,20,500,20,0,0,0,0,1,1,50.24864640532954,44.8506207478,-0.5704076974
0,1,1,0,0,0,0,1,0,0,1,8,4,20,4001,20,0,0,1,0,4,1,247.19861158274864,44.8312122832,-0.5799219068
0,1,1,0,0,1,0,1,0,0,1,4,2,40,1500,40,0,1,1,0,0,1,129.71714061212447,44.8414256374,-0.5725745923
0,0,0,0,0,1,0,0,1,0,1,6,1,0,180,0,0,0,1,0,3,1,91.14219051152887,44.8406908238,-0.5508840036
0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,43.73426926307308,44.8389536588,-0.5742546333
0,0,0,0,0,0,1,0,0,0,1,6,2,30,600,30,1,0,0,0,0,0,116.14255985942813,44.8228417746,-0.605533644
0,1,1,1,0,1,0,1,0,0,1,4,1,30,300,30,0,0,1,0,1,1,79.66577748913298,44.8337836366,-0.5701813088
0,1,1,0,0,1,0,0,1,0,1,2,1,0,100,0,0,0,1,0,1,1,56.19409525263813,44.8439629901,-0.5863844851
0,1,1,0,0,1,1,0,0,0,1,5,1,0,0,0,1,0,1,0,2,1,70.92889690533245,44.8235715551,-0.5503003973
0,0,0,0,0,1,0,0,0,0,0,2,0,5,150,5,0,0,0,0,1,0,34.24523798483585,44.8265109813,-0.5720410058
0,0,1,0,0,1,0,0,0,0,1,2,1,0,400,0,1,0,0,0,0,1,69.1921614345276,44.8174938279,-0.5742425608
0,0,1,0,0,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,80.14724025184017,44.8425391965,-0.5775684663
0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,50.33066621830189,44.8375908104,-0.5916176228
